Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Host,Collection_Date
EPI_ISL_19373989,EPI3528951|2024-CX2001.4,A_Guangxi-Longzhou_52_2024,A_/_H3N2,Human,2024/5/14
EPI_ISL_19373987,EPI3528945|2024-CX2003.4,A_Sichuan-Cuiping_1425_2024,A_/_H3N2,Human,2024/5/21
EPI_ISL_19373951,EPI3528847|2024-CX2039.4,A_Beijing-Chaoyang_11253_2024,A_/_H3N2,Human,2024/6/3
EPI_ISL_19373950,EPI3528844|2024-CX2040.4,A_Hainan-Xiuying_1360_2024,A_/_H3N2,Human,2024/5/15
EPI_ISL_19373949,EPI3528841|2024-CX2041.4,A_Guangdong-Dongwanbendi_2710_2024,A_/_H3N2,Human,2024/6/4
EPI_ISL_19373898,EPI3528681|2024-CX2028.4,A_Chongqing-Banan_322_2024,A_/_H3N2,Human,2024/7/8
EPI_ISL_18651855,EPI2842074|A/shandongrencheng/1992/2022(H3),A_shandongrencheng_1992_2022(H3),A_/_H3N2,Human,2022/8/10
EPI_ISL_18651853,EPI2842062|A/shandongrencheng/1990/2022(H3),A_shandongrencheng_1990_2022(H3),A_/_H3N2,Human,2022/8/10
EPI_ISL_18651852,EPI2842049|A/shandongrencheng/1988/2022(H3),A_shandongrencheng_1988_2022(H3),A_/_H3N2,Human,2022/8/10
EPI_ISL_18651848,EPI2842035|A/shandongrencheng/1987/2022(H3),A_shandongrencheng_1987_2022(H3),A_/_H3N2,Human,2022/8/10
EPI_ISL_18651847,EPI2842027|A/shandongrencheng/1985/2022(H3),A_shandongrencheng_1985_2022(H3),A_/_H3N2,Human,2022/8/10
EPI_ISL_18651842,EPI2842003|A/shandongrencheng/1976/2022(H3),A_shandongrencheng_1976_2022(H3),A_/_H3N2,Human,2022/8/9
EPI_ISL_14818960,EPI2151375|2022-CX1128.4,A_Hubei-Echeng_1785_2022,A_/_H3N2,Human,2022/6/23
EPI_ISL_14818959,EPI2151372|2022-CX1129.4,A_Shanghai-Fengxian_1459_2022,A_/_H3N2,Human,2022/6/26
EPI_ISL_14818958,EPI2151369|2022-CX1130.4,A_Hubei-Maojian_11472_2022,A_/_H3N2,Human,2022/7/2
EPI_ISL_14818957,EPI2151366|2022-CX1131.4,A_Shanghai-Huangpu_1360_2022,A_/_H3N2,Human,2022/7/20
EPI_ISL_14818956,EPI2151363|2022-CX1132.4,A_Sichuan-Jiangyang_11294_2022,A_/_H3N2,Human,2022/7/17
EPI_ISL_14818955,EPI2151360|2022-CX1133.4,A_Hunan-Yuhu_1680_2022,A_/_H3N2,Human,2022/7/12
EPI_ISL_14818954,EPI2151357|2022-CX1134.4,A_Guangdong-Chengqu_1545_2022,A_/_H3N2,Human,2022/7/11
EPI_ISL_14818953,EPI2151354|2022-CX1135.4,A_Hubei-Tongcheng_2265_2022,A_/_H3N2,Human,2022/7/12
EPI_ISL_14818952,EPI2151351|2022-CX1136.4,A_Guangdong-Maonan_1660_2022,A_/_H3N2,Human,2022/7/20
EPI_ISL_14818951,EPI2151348|2022-CX1137.4,A_Hunan-Kaifu_1690_2022,A_/_H3N2,Human,2022/7/12
EPI_ISL_14818950,EPI2151345|2022-CX1138.4,A_Hubei-Jiangan_1735_2022,A_/_H3N2,Human,2022/7/26
EPI_ISL_14818949,EPI2151342|2022-CX1139.4,A_Yunnan-Yingjiang_354_2022,A_/_H3N2,Human,2022/7/6
EPI_ISL_14818948,EPI2151339|2022-CX1140.4,A_Zhejiang-Longwan_1709_2022,A_/_H3N2,Human,2022/7/4
EPI_ISL_14818947,EPI2151336|2022-CX1141.4,A_Guangdong-Huicheng_1566_2022,A_/_H3N2,Human,2022/7/21
EPI_ISL_14818946,EPI2151333|2022-CX1142.4,A_Hubei-Maojian_11549_2022,A_/_H3N2,Human,2022/7/10
EPI_ISL_14818945,EPI2151330|2022-CX1143.4,A_Shanghai-Fengxian_1478_2022,A_/_H3N2,Human,2022/7/3
EPI_ISL_14818944,EPI2151327|2022-CX1144.4,A_Yunnan-Maoshi_1751_2022,A_/_H3N2,Human,2022/7/5
EPI_ISL_14818938,EPI2151309|2022-CX1150.4,A_Guangdong-Liwan_8131_2022,A_/_H3N2,Human,2022/7/12
EPI_ISL_14818920,EPI2151255|2022-CX1052.4,A_Guangxi-Jinchengjiang_1365_2022,A_/_H3N2,Human,2022/5/21
EPI_ISL_14818919,EPI2151252|2022-CX1054.4,A_Guangxi-Gangbei_1532_2022,A_/_H3N2,Human,2022/5/15
EPI_ISL_14818918,EPI2151249|2022-CX1056.4,A_Guangxi-Tiane_557_2022,A_/_H3N2,Human,2022/5/12
EPI_ISL_14818917,EPI2151246|2022-CX1057.4,A_Guangxi-Tiane_563_2022,A_/_H3N2,Human,2022/5/12
EPI_ISL_14818915,EPI2151240|2022-CX1059.4,A_Guangxi-Tiane_569_2022,A_/_H3N2,Human,2022/5/16
EPI_ISL_14818914,EPI2151237|2022-CX1060.4,A_Guangxi-Huanjiangmaonanzuzizhi_58_2022,A_/_H3N2,Human,2022/5/10
EPI_ISL_14818913,EPI2151234|2022-CX1061.4,A_Guangxi-Jinchengjiang_1267_2022,A_/_H3N2,Human,2022/4/19
EPI_ISL_14818912,EPI2151231|2022-CX1062.4,A_Guangxi-Tiane_552_2022,A_/_H3N2,Human,2022/4/18
EPI_ISL_367479,EPI1504916|2019-CX1794.4,A_Henan-Shancheng_1376_2019,A_/_H3N2,Human,2019/5/7
EPI_ISL_367478,EPI1504913|2019-CX1795.4,A_Guangxi-Xixiangtang_1437_2019,A_/_H3N2,Human,2019/5/14
EPI_ISL_367477,EPI1504910|2019-CX1796.4,A_Guangxi-Huanjiangmaonanzuzizhi_59_2019,A_/_H3N2,Human,2019/4/22
EPI_ISL_367476,EPI1504907|2019-CX1797.4,A_Guangxi-Jinchengjiang_12737_2019,A_/_H3N2,Human,2019/5/10
EPI_ISL_367475,EPI1504904|2019-CX1798.4,A_Guangxi-Jinchengjiang_12718_2019,A_/_H3N2,Human,2019/5/5
EPI_ISL_367474,EPI1504901|2019-CX1799.4,A_Guangxi-Jinchengjiang_12654_2019,A_/_H3N2,Human,2019/4/18
EPI_ISL_367473,EPI1504898|2019-CX1800.4,A_Henan-Weibin_1238_2019,A_/_H3N2,Human,2019/3/11
EPI_ISL_367472,EPI1504895|2019-CX1801.4,A_Guangxi-Mashan_32_2019,A_/_H3N2,Human,2019/5/9
EPI_ISL_367471,EPI1504892|2019-CX1802.4,A_Xinjiang-Kuerle_1191_2019,A_/_H3N2,Human,2019/3/2
EPI_ISL_367470,EPI1504889|2019-CX1803.4,A_Henan-Chuanhui_1228_2019,A_/_H3N2,Human,2019/3/18
EPI_ISL_367469,EPI1504886|2019-CX1804.4,A_Henan-Weidou_1219_2019,A_/_H3N2,Human,2019/3/5
EPI_ISL_367468,EPI1504883|2019-CX1805.4,A_Shanxi-Xinfu_1230_2019,A_/_H3N2,Human,2019/3/18
EPI_ISL_367467,EPI1504880|2019-CX1806.4,A_Zhejiang-Jingjijishukaifa_344_2019,A_/_H3N2,Human,2019/3/19
EPI_ISL_367466,EPI1504877|2019-CX1807.4,A_Anhui-Jinghu_1334_2019,A_/_H3N2,Human,2019/3/28
EPI_ISL_367465,EPI1504874|2019-CX1808.4,A_Guangxi-Wuming_351_2019,A_/_H3N2,Human,2019/5/9
EPI_ISL_367464,EPI1504871|2019-CX1809.4,A_Guangxi-Xinning_1491_2019,A_/_H3N2,Human,2019/5/7
EPI_ISL_367463,EPI1504868|2019-CX1810.4,A_Jiangxi-Yushui_1395_2019,A_/_H3N2,Human,2019/5/7
EPI_ISL_367462,EPI1504865|2019-CX1811.4,A_Jiangxi-Ruijin_335_2019,A_/_H3N2,Human,2019/5/6
EPI_ISL_367461,EPI1504862|2019-CX1812.4,A_Jiangxi-Zhanggong_1410_2019,A_/_H3N2,Human,2019/5/7
EPI_ISL_367460,EPI1504859|2019-CX1813.4,A_Hunan-Wuling_13302_2019,A_/_H3N2,Human,2019/5/5
EPI_ISL_367459,EPI1504856|2019-CX1814.4,A_Hunan-Xinhua_353_2019,A_/_H3N2,Human,2019/5/10
EPI_ISL_367458,EPI1504853|2019-CX1815.4,A_Hunan-Jishou_11272_2019,A_/_H3N2,Human,2019/4/22
EPI_ISL_367457,EPI1504850|2019-CX1816.4,A_Anhui-Yingzhou_11133_2019,A_/_H3N2,Human,2019/5/2
EPI_ISL_367456,EPI1504847|2019-CX1817.4,A_Anhui-Yingzhou_1979_2019,A_/_H3N2,Human,2019/4/11
EPI_ISL_367455,EPI1504844|2019-CX1818.4,A_Guangxi-Wanxiu_589_2019,A_/_H3N2,Human,2019/4/23
EPI_ISL_367454,EPI1504841|2019-CX1819.4,A_Guangxi-Haicheng_351_2019,A_/_H3N2,Human,2019/4/24
EPI_ISL_367453,EPI1504838|2019-CX1820.4,A_Guangdong-Chengqu_1346_2019,A_/_H3N2,Human,2019/5/2
EPI_ISL_367452,EPI1504835|2019-CX1821.4,A_Hubei-Xiling_1313_2019,A_/_H3N2,Human,2019/4/25
EPI_ISL_367451,EPI1504832|2019-CX1822.4,A_Guangdong-Chancheng_1331_2019,A_/_H3N2,Human,2019/4/22
EPI_ISL_367450,EPI1504829|2019-CX1823.4,A_Gansu-Xifeng_1303_2019,A_/_H3N2,Human,2019/4/15
EPI_ISL_367449,EPI1504826|2019-CX1824.4,A_Hunan-Yuhu_1334_2019,A_/_H3N2,Human,2019/4/24
EPI_ISL_367448,EPI1504823|2019-CX1825.4,A_Guangdong-Chengqu_1318_2019,A_/_H3N2,Human,2019/4/18
EPI_ISL_367447,EPI1504820|2019-CX1826.4,A_Hebei-Luquan_1275_2019,A_/_H3N2,Human,2019/4/22
EPI_ISL_367446,EPI1504817|2019-CX1827.4,A_Guangdong-Lechang_324_2019,A_/_H3N2,Human,2019/5/7
EPI_ISL_367445,EPI1504814|2019-CX1828.4,A_Jiangxi-Zhanggong_1373_2019,A_/_H3N2,Human,2019/4/22
EPI_ISL_367444,EPI1504811|2019-CX1829.4,A_Jiangxi-Zhanggong_1392_2019,A_/_H3N2,Human,2019/4/30
EPI_ISL_367443,EPI1504808|2019-CX1830.4,A_Jiangxi-Ruijin_333_2019,A_/_H3N2,Human,2019/5/6
EPI_ISL_367442,EPI1504805|2019-CX1831.4,A_Guangdong-Zhenjiang_1349_2019,A_/_H3N2,Human,2019/4/29
EPI_ISL_367441,EPI1504802|2019-CX1833.4,A_Jiangxi-Xunyang_1392_2019,A_/_H3N2,Human,2019/4/15
EPI_ISL_367440,EPI1504799|2019-CX1834.4,A_Guangdong-Zhongshan_357_2019,A_/_H3N2,Human,2019/4/28
EPI_ISL_367439,EPI1504796|2019-CX1835.4,A_Guizhou-Xinyi_354_2019,A_/_H3N2,Human,2019/4/1
EPI_ISL_367438,EPI1504793|2019-CX1836.4,A_Guangdong-Tianhe_397_2019,A_/_H3N2,Human,2019/4/28
EPI_ISL_367437,EPI1504790|2019-CX1837.4,A_Henan-Shancheng_1372_2019,A_/_H3N2,Human,2019/5/4
EPI_ISL_367436,EPI1504787|2019-CX1839.4,A_Henan-Shancheng_1385_2019,A_/_H3N2,Human,2019/5/13
EPI_ISL_367435,EPI1504784|2019-CX1840.4,A_Henan-Zhaoling_1338_2019,A_/_H3N2,Human,2019/5/6
EPI_ISL_367434,EPI1504781|2019-CX1841.4,A_Henan-Weidou_1320_2019,A_/_H3N2,Human,2019/4/16
EPI_ISL_367433,EPI1504778|2019-CX1842.4,A_Guangdong-Yuncheng_1651_2019,A_/_H3N2,Human,2019/4/23
EPI_ISL_367432,EPI1504775|2019-CX1843.4,A_Hubei-Wujiagang_1361_2019,A_/_H3N2,Human,2019/4/30
EPI_ISL_367431,EPI1504772|2019-CX1845.4,A_Hainan-Tianya_1361_2019,A_/_H3N2,Human,2019/5/6
EPI_ISL_367430,EPI1504769|2019-CX1846.4,A_Hainan-Tianya_324_2019,A_/_H3N2,Human,2019/4/26
EPI_ISL_367429,EPI1504766|2019-CX1847.4,A_Guangdong-Zhongshan_1330_2019,A_/_H3N2,Human,2019/4/10
EPI_ISL_367428,EPI1504763|2019-CX1848.4,A_Guangdong-Huicheng_324_2019,A_/_H3N2,Human,2019/4/18
EPI_ISL_367427,EPI1504760|2019-CX1850.4,A_Guangdong-Qingcheng_1291_2019,A_/_H3N2,Human,2019/4/8
EPI_ISL_367426,EPI1504757|2019-CX1851.4,A_Guangdong-Duanzhou_1375_2019,A_/_H3N2,Human,2019/4/23
EPI_ISL_367425,EPI1504754|2019-CX1852.4,A_Guangdong-Xiangzhou_1675_2019,A_/_H3N2,Human,2019/4/22
EPI_ISL_367396,EPI1504667|2019-CX1885.4,A_Guangdong-Huicheng_1404_2019,A_/_H3N2,Human,2019/5/21
EPI_ISL_367395,EPI1504664|2019-CX1886.4,A_Guangdong-Chancheng_1361_2019,A_/_H3N2,Human,2019/4/29
EPI_ISL_367394,EPI1504661|2019-CX1887.4,A_Guangdong-Chancheng_1381_2019,A_/_H3N2,Human,2019/5/6
EPI_ISL_367393,EPI1504658|2019-CX1888.4,A_Guangdong-Rongcheng_1394_2019,A_/_H3N2,Human,2019/5/13
EPI_ISL_367392,EPI1504655|2019-CX1889.4,A_Guangdong-Dongwanbendi_31_2019,A_/_H3N2,Human,2019/4/27
EPI_ISL_367387,EPI1504640|2019-CX1894.4,A_Yunnan-Gejiu_314_2019,A_/_H3N2,Human,2019/4/28
EPI_ISL_367386,EPI1504637|2019-CX1895.4,A_Yunnan-Chuxiong_11474_2019,A_/_H3N2,Human,2019/4/29
EPI_ISL_367385,EPI1504634|2019-CX1896.4,A_Yunnan-Chuxiong_11503_2019,A_/_H3N2,Human,2019/5/10
EPI_ISL_367384,EPI1504631|2019-CX1897.4,A_Zhejiang-Yongkang_1235_2019,A_/_H3N2,Human,2019/3/19
EPI_ISL_335210,EPI1341176|2018-CX0330.4,A_Beijing-Huairou_11878_2017,A_/_H3N2,Human,2017/11/16
EPI_ISL_335118,EPI1340900|2018-CX0833.4,A_Zhejiang-Shangcheng_1153_2018,A_/_H3N2,Human,2018/2/22
EPI_ISL_335117,EPI1340897|2018-CX0834.4,A_Liaoning-Xinlongtai_1103_2018,A_/_H3N2,Human,2018/2/6
EPI_ISL_335040,EPI1340660|2018-CX0948.4,A_Macao_603706_2017,A_/_H3N2,Human,2017/8/5
EPI_ISL_335039,EPI1340657|2018-CX0949.4,A_Macao_601326_2018,A_/_H3N2,Human,2018/2/14
EPI_ISL_335038,EPI1340653|2018-CX0950.4,A_Macao_602832_2017,A_/_H3N2,Human,2017/1/10
EPI_ISL_335037,EPI1340650|2018-CX0951.4,A_Macao_603097_2017,A_/_H3N2,Human,2017/7/18
EPI_ISL_335036,EPI1340647|2018-CX0952.4,A_Macao_603113_2017,A_/_H3N2,Human,2017/7/19
EPI_ISL_335035,EPI1340644|2018-CX0953.4,A_Macao_603195_2017,A_/_H3N2,Human,2017/7/21
EPI_ISL_335034,EPI1340641|2018-CX0954.4,A_Macao_602782_2017,A_/_H3N2,Human,2017/7/5
EPI_ISL_335033,EPI1340638|2018-CX0955.4,A_Macao_604201_2017,A_/_H3N2,Human,2017/9/13
EPI_ISL_335031,EPI1340635|2018-CX0956.4,A_Macao_600572_2018,A_/_H3N2,Human,2018/1/19
EPI_ISL_335030,EPI1340632|2018-CX0957.4,A_Macao_600763_2018,A_/_H3N2,Human,2018/1/24
EPI_ISL_335029,EPI1340629|2018-CX0958.4,A_Macao_600817_2018,A_/_H3N2,Human,2018/1/26
EPI_ISL_335010,EPI1340572|2018-CX0997.4,A_Hubei-Xiling_1276_2018,A_/_H3N2,Human,2018/4/3
EPI_ISL_335009,EPI1340569|2018-CX0998.4,A_Guizhou-Nanming_1958_2018,A_/_H3N2,Human,2018/4/2
EPI_ISL_335008,EPI1340566|2018-CX0999.4,A_Jilin-Hunjiang_1302_2018,A_/_H3N2,Human,2018/4/2
EPI_ISL_334997,EPI1340533|2018-CX1152.4,A_Shanghai-Pudongxin_1416_2018,A_/_H3N2,Human,2018/3/13
EPI_ISL_334996,EPI1340530|2018-CX1154.4,A_Heilongjiang-Aihui_1208_2018,A_/_H3N2,Human,2018/3/9
EPI_ISL_334995,EPI1340527|2018-CX1155.4,A_Liaoning-Shuangta_1224_2018,A_/_H3N2,Human,2018/3/19
EPI_ISL_334994,EPI1340524|2018-CX1156.4,A_Chongqing-Banan_1211_2018,A_/_H3N2,Human,2018/3/7
EPI_ISL_334993,EPI1340521|2018-CX1157.4,A_Jilin-Yanji_1229_2018,A_/_H3N2,Human,2018/3/12
EPI_ISL_334992,EPI1340518|2018-CX1158.4,A_Jilin-Longshan_1235_2018,A_/_H3N2,Human,2018/3/14
EPI_ISL_334958,EPI1340416|2018-CX1324.4,A_Yunnan-Linxiang_1673_2018,A_/_H3N2,Human,2018/6/19
EPI_ISL_334924,EPI1340314|2018-CX1364.4,A_Shanghai-Pudongxin_11178_2018,A_/_H3N2,Human,2018/7/24
EPI_ISL_334750,EPI1339792|2018-CX1681.4,A_NEP_1723_2018,A_/_H3N2,Human,2018/9/14
EPI_ISL_334749,EPI1339789|2018-CX1682.4,A_Xinjiang-Midong_1633_2017,A_/_H3N2,Human,2017/11/5
EPI_ISL_334686,EPI1339600|2018-CX1765.4,A_NEP_0648_2018,A_/_H3N2,Human,2018/3/8
EPI_ISL_334685,EPI1339597|2018-CX1766.4,A_NEP_0759_2018,A_/_H3N2,Human,2018/3/22
EPI_ISL_334684,EPI1339594|2018-CX1767.4,A_NEP_0713_2018,A_/_H3N2,Human,2018/3/11
EPI_ISL_334683,EPI1339591|2018-CX1768.4,A_NEP_0662_2018,A_/_H3N2,Human,2018/3/4
EPI_ISL_334682,EPI1339588|2018-CX1769.4,A_NEP_0174_2018,A_/_H3N2,Human,2018/1/19
EPI_ISL_334681,EPI1339585|2018-CX1771.4,A_NEP_0094_2018,A_/_H3N2,Human,2018/1/11
EPI_ISL_334680,EPI1339582|2018-CX1773.4,A_NEP_0532_2018,A_/_H3N2,Human,2018/2/23
EPI_ISL_334679,EPI1339579|2018-CX1774.4,A_NEP_0881_2018,A_/_H3N2,Human,2018/4/2
EPI_ISL_334678,EPI1339576|2018-CX1775.4,A_NEP_1691_2018,A_/_H3N2,Human,2018/9/11
EPI_ISL_334677,EPI1339573|2018-CX1776.4,A_NEP_1655_2018,A_/_H3N2,Human,2018/9/9
EPI_ISL_334676,EPI1339570|2018-CX1777.4,A_NEP_1653_2018,A_/_H3N2,Human,2018/9/9
EPI_ISL_334675,EPI1339567|2018-CX1778.4,A_NEP_1652_2018,A_/_H3N2,Human,2018/9/9
EPI_ISL_334674,EPI1339564|2018-CX1779.4,A_NEP_1651_2018,A_/_H3N2,Human,2018/9/9
EPI_ISL_334673,EPI1339561|2018-CX1780.4,A_NEP_1647_2018,A_/_H3N2,Human,2018/9/9
EPI_ISL_334672,EPI1339558|2018-CX1781.4,A_NEP_1646_2018,A_/_H3N2,Human,2018/9/9
EPI_ISL_334671,EPI1339555|2018-CX1782.4,A_NEP_1644_2018,A_/_H3N2,Human,2018/9/9
EPI_ISL_334670,EPI1339552|2018-CX1783.4,A_NEP_1642_2018,A_/_H3N2,Human,2018/9/9
EPI_ISL_334669,EPI1339549|2018-CX1784.4,A_NEP_0909_2018,A_/_H3N2,Human,2018/4/13
EPI_ISL_334668,EPI1339546|2018-CX1785.4,A_NEP_0899_2018,A_/_H3N2,Human,2018/4/9
EPI_ISL_334667,EPI1339543|2018-CX1786.4,A_NEP_0518_2018,A_/_H3N2,Human,2018/2/22
EPI_ISL_334666,EPI1339540|2018-CX1788.4,A_NEP_0381_2018,A_/_H3N2,Human,2018/2/8
EPI_ISL_334661,EPI1339525|2018-CX1822.4,A_Guizhou-Honghuagang_1808_2017,A_/_H3N2,Human,2017/10/31
EPI_ISL_334660,EPI1339522|2018-CX1823.4,A_Zhejiang-Haishu_11733_2017,A_/_H3N2,Human,2017/10/17
EPI_ISL_334634,EPI1339444|2018-CX1851.4,A_Shanghai-Huangpu_11325_2018,A_/_H3N2,Human,2018/9/16
EPI_ISL_334633,EPI1339441|2018-CX1852.4,A_Jiangxi-Zhushan_1657_2018,A_/_H3N2,Human,2018/8/19
EPI_ISL_334632,EPI1339438|2018-CX1853.4,A_Shanghai-Chongming_1288_2018,A_/_H3N2,Human,2018/4/25
EPI_ISL_334631,EPI1339435|2018-CX1854.4,A_Xinjiang-Tianshan_813_2018,A_/_H3N2,Human,2018/1/18
EPI_ISL_334630,EPI1339432|2018-CX1855.4,A_Yunnan-Xianggelila_1708_2017,A_/_H3N2,Human,2017/11/13
EPI_ISL_334629,EPI1339429|2018-CX1856.4,A_Zhejiang-Yongkang_1137_2018,A_/_H3N2,Human,2018/2/20
EPI_ISL_334628,EPI1339426|2018-CX1857.4,A_Beijing-Huairou_1557_2018,A_/_H3N2,Human,2018/3/5
EPI_ISL_334627,EPI1339423|2018-CX1858.4,A_Jiangsu-Sucheng_1694_2018,A_/_H3N2,Human,2018/8/22
EPI_ISL_334626,EPI1339420|2018-CX1859.4,A_Fujian-Tongan_1542_2018,A_/_H3N2,Human,2018/7/2
EPI_ISL_302580,EPI1194029|A/Shanghai/9/2017,A_Shanghai_9_2017,A_/_H3N2,Human,2017/1/4
EPI_ISL_302579,EPI1194021|A/Shanghai/8/2016,A_Shanghai_8_2016,A_/_H3N2,Human,2016/12/30
EPI_ISL_302578,EPI1194013|A/Shanghai/7/2016,A_Shanghai_7_2016,A_/_H3N2,Human,2016/12/30
EPI_ISL_302577,EPI1194005|A/Shanghai/6/2016,A_Shanghai_6_2016,A_/_H3N2,Human,2016/12/20
EPI_ISL_302576,EPI1193997|A/Shanghai/53/2017,A_Shanghai_53_2017,A_/_H3N2,Human,2017/9/13
EPI_ISL_302575,EPI1193989|A/Shanghai/52/2017,A_Shanghai_52_2017,A_/_H3N2,Human,2017/9/12
EPI_ISL_302574,EPI1193981|A/Shanghai/51/2017,A_Shanghai_51_2017,A_/_H3N2,Human,2017/9/8
EPI_ISL_302573,EPI1193973|A/Shanghai/50/2017,A_Shanghai_50_2017,A_/_H3N2,Human,2017/9/6
EPI_ISL_302572,EPI1193965|A/Shanghai/5/2016,A_Shanghai_5_2016,A_/_H3N2,Human,2016/12/2
EPI_ISL_302571,EPI1193957|A/Shanghai/49/2017,A_Shanghai_49_2017,A_/_H3N2,Human,2017/9/5
EPI_ISL_302570,EPI1193949|A/Shanghai/48/2017,A_Shanghai_48_2017,A_/_H3N2,Human,2017/9/1
EPI_ISL_302569,EPI1193941|A/Shanghai/47/2017,A_Shanghai_47_2017,A_/_H3N2,Human,2017/8/29
EPI_ISL_302568,EPI1193933|A/Shanghai/46/2017,A_Shanghai_46_2017,A_/_H3N2,Human,2017/8/29
EPI_ISL_302567,EPI1193925|A/Shanghai/45/2017,A_Shanghai_45_2017,A_/_H3N2,Human,2017/8/23
EPI_ISL_302566,EPI1193917|A/Shanghai/44/2017,A_Shanghai_44_2017,A_/_H3N2,Human,2017/8/23
EPI_ISL_302565,EPI1193909|A/Shanghai/43/2017,A_Shanghai_43_2017,A_/_H3N2,Human,2017/8/21
EPI_ISL_302564,EPI1193901|A/Shanghai/42/2017,A_Shanghai_42_2017,A_/_H3N2,Human,2017/8/21
EPI_ISL_302563,EPI1193893|A/Shanghai/41/2017,A_Shanghai_41_2017,A_/_H3N2,Human,2017/8/19
EPI_ISL_302562,EPI1193884|A/Shanghai/40/2017,A_Shanghai_40_2017,A_/_H3N2,Human,2017/8/19
EPI_ISL_302561,EPI1193876|A/Shanghai/4/2016,A_Shanghai_4_2016,A_/_H3N2,Human,2016/12/2
EPI_ISL_302560,EPI1193868|A/Shanghai/39/2017,A_Shanghai_39_2017,A_/_H3N2,Human,2017/8/15
EPI_ISL_302558,EPI1193859|A/Shanghai/38/2017,A_Shanghai_38_2017,A_/_H3N2,Human,2017/8/11
EPI_ISL_302557,EPI1193852|A/Shanghai/37/2017,A_Shanghai_37_2017,A_/_H3N2,Human,2017/8/9
EPI_ISL_302556,EPI1193844|A/Shanghai/36/2017,A_Shanghai_36_2017,A_/_H3N2,Human,2017/8/9
EPI_ISL_302555,EPI1193836|A/Shanghai/35/2017,A_Shanghai_35_2017,A_/_H3N2,Human,2017/7/31
EPI_ISL_302554,EPI1193828|A/Shanghai/34/2017,A_Shanghai_34_2017,A_/_H3N2,Human,2017/7/27
EPI_ISL_302553,EPI1193820|A/Shanghai/33/2017,A_Shanghai_33_2017,A_/_H3N2,Human,2017/7/25
EPI_ISL_302552,EPI1193812|A/Shanghai/32/2017,A_Shanghai_32_2017,A_/_H3N2,Human,2017/7/19
EPI_ISL_302551,EPI1193804|A/Shanghai/31/2017,A_Shanghai_31_2017,A_/_H3N2,Human,2017/6/23
EPI_ISL_302550,EPI1193796|A/Shanghai/30/2017,A_Shanghai_30_2017,A_/_H3N2,Human,2017/6/23
EPI_ISL_302549,EPI1193788|A/Shanghai/3/2016,A_Shanghai_3_2016,A_/_H3N2,Human,2016/11/25
EPI_ISL_302548,EPI1193780|A/Shanghai/29/2017,A_Shanghai_29_2017,A_/_H3N2,Human,2017/5/16
EPI_ISL_302547,EPI1193772|A/Shanghai/21/2017,A_Shanghai_21_2017,A_/_H3N2,Human,2017/2/6
EPI_ISL_302546,EPI1193764|A/Shanghai/20/2017,A_Shanghai_20_2017,A_/_H3N2,Human,2017/2/3
EPI_ISL_302545,EPI1193756|A/Shanghai/2/2016,A_Shanghai_2_2016,A_/_H3N2,Human,2016/11/11
EPI_ISL_302544,EPI1193748|A/Shanghai/19/2017,A_Shanghai_19_2017,A_/_H3N2,Human,2017/1/31
EPI_ISL_302543,EPI1193739|A/Shanghai/18/2017,A_Shanghai_18_2017,A_/_H3N2,Human,2017/1/26
EPI_ISL_302542,EPI1193731|A/Shanghai/17/2017,A_Shanghai_17_2017,A_/_H3N2,Human,2017/1/25
EPI_ISL_302541,EPI1193723|A/Shanghai/16/2017,A_Shanghai_16_2017,A_/_H3N2,Human,2017/1/25
EPI_ISL_302540,EPI1193715|A/Shanghai/15/2017,A_Shanghai_15_2017,A_/_H3N2,Human,2017/1/22
EPI_ISL_302539,EPI1193707|A/Shanghai/14/2017,A_Shanghai_14_2017,A_/_H3N2,Human,2017/1/20
EPI_ISL_302538,EPI1193699|A/Shanghai/13/2017,A_Shanghai_13_2017,A_/_H3N2,Human,2017/1/13
EPI_ISL_302537,EPI1193691|A/Shanghai/12/2017,A_Shanghai_12_2017,A_/_H3N2,Human,2017/1/13
EPI_ISL_302536,EPI1193683|A/Shanghai/11/2017,A_Shanghai_11_2017,A_/_H3N2,Human,2017/1/11
EPI_ISL_302535,EPI1193675|A/Shanghai/10/2017,A_Shanghai_10_2017,A_/_H3N2,Human,2017/1/10
EPI_ISL_302534,EPI1193667|A/Shanghai/1/2016,A_Shanghai_1_2016,A_/_H3N2,Human,2016/9/14
EPI_ISL_302533,EPI1193660|A/Shanghai/28/2017,A_Shanghai_28_2017,A_/_H3N2,Human,2017/2/24
EPI_ISL_302532,EPI1193656|A/Shanghai/59/2017,A_Shanghai_59_2017,A_/_H3N2,Human,2017/9/22
EPI_ISL_302531,EPI1193652|A/Shanghai/60/2017,A_Shanghai_60_2017,A_/_H3N2,Human,2017/9/27
EPI_ISL_302530,EPI1193648|A/Shanghai/58/2017,A_Shanghai_58_2017,A_/_H3N2,Human,2017/9/21
EPI_ISL_302529,EPI1193643|A/Shanghai/23/2017,A_Shanghai_23_2017,A_/_H3N2,Human,2017/2/10
EPI_ISL_302528,EPI1193636|A/Shanghai/54/2017,A_Shanghai_54_2017,A_/_H3N2,Human,2017/9/17
EPI_ISL_171401,EPI560798|3000093408_263039_v1_4,A_Guizhou-Xinyi_1799_2014,A_/_H3N2,Human,2014/10/7
